Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory (numeric),BorrowerState,EmploymentStatus,IncomeRange,LoanOriginalAmount
36,Chargedoff,0.29776,,0,CA,Not available,Not displayed,3500
36,Current,0.28974,5.0,1,NY,Self-employed,"$50,000-74,999",10000
36,Completed,0.08591,10.0,6,IL,Employed,"$100,000+",14000
36,Completed,0.10441,,0,CO,Full-time,"$50,000-74,999",10000
36,Current,0.22712,4.0,2,IN,Employed,"$100,000+",5000
36,Completed,0.29776,,0,,,Not displayed,3000
36,Defaulted,0.30168,,0,CA,Full-time,"$100,000+",5000
36,Current,0.24246,7.0,13,CA,Employed,"$75,000-99,999",4000
36,Completed,0.25517,,5,CA,Full-time,"$1-24,999",12000
36,Completed,0.17677,,1,IL,Full-time,"$50,000-74,999",6000
36,Current,0.35797,6.0,1,MI,Employed,"$25,000-49,999",2724
36,Current,0.20462,9.0,17,TX,Other,"$50,000-74,999",9500
36,Current,0.21945,4.0,1,AR,Employed,"$75,000-99,999",5000
60,Current,0.2214,4.0,1,WY,Employed,"$50,000-74,999",15000
36,Current,0.25371,3.0,6,MI,Employed,"$25,000-49,999",2000
36,Completed,0.2399,4.0,1,NC,Employed,"$50,000-74,999",4000
36,Completed,0.2951,6.0,7,NY,Employed,"$50,000-74,999",3000
60,Current,0.30697,7.0,1,OH,Employed,"$50,000-74,999",6000
36,Current,0.20626,7.0,2,CA,Employed,"$75,000-99,999",25000
36,Current,0.19029,9.0,8,IL,Employed,"$50,000-74,999",15000
36,Chargedoff,0.35088,6.0,7,NY,Full-time,"$100,000+",7000
36,Current,0.31668,2.0,1,CO,Employed,"$50,000-74,999",5900
36,Chargedoff,0.37425,,1,IL,Part-time,"$1-24,999",1000
36,Completed,0.16392,8.0,7,NY,Employed,"$25,000-49,999",17000
60,Chargedoff,0.28324,6.0,1,MA,Other,"$1-24,999",10000
36,Current,0.22712,8.0,1,MS,Employed,"$50,000-74,999",3500
36,Current,0.28544,6.0,2,CA,Employed,"$75,000-99,999",10000
36,Chargedoff,0.16577,,1,MO,Full-time,"$1-24,999",5000
36,Current,0.2837,6.0,16,SD,Employed,"$25,000-49,999",3000
36,Completed,0.09333,10.0,1,OK,Employed,"$25,000-49,999",8800
36,Defaulted,0.16518,,1,AZ,Full-time,"$25,000-49,999",7000
36,Chargedoff,0.10104,,1,CA,Full-time,"$75,000-99,999",8989
36,Current,0.14206,6.0,1,OH,Employed,"$25,000-49,999",15000
36,Current,0.34887,1.0,1,CA,Employed,"$75,000-99,999",4000
36,Chargedoff,0.24753,,1,OR,Full-time,"$1-24,999",3200
36,Current,0.29537,6.0,3,CA,Employed,"$100,000+",4000
36,Current,0.20524,3.0,1,NE,Employed,"$25,000-49,999",7575
36,Completed,0.22764,,6,OH,Full-time,"$25,000-49,999",5500
36,Completed,0.14857,7.0,1,AL,Employed,"$50,000-74,999",8000
36,Chargedoff,0.3681,,7,CO,Full-time,"$25,000-49,999",2000
60,Completed,0.3304,2.0,1,OH,Employed,"$75,000-99,999",2000
36,Current,0.17649,5.0,2,OR,Employed,"$50,000-74,999",9000
36,Current,0.30532,7.0,1,PA,Full-time,"$25,000-49,999",2000
36,Completed,0.16653,8.0,7,CT,Employed,"$100,000+",10000
36,Current,0.23939,7.0,1,NJ,Full-time,"$25,000-49,999",10000
36,Defaulted,0.2832,7.0,1,NJ,Full-time,"$25,000-49,999",2800
60,Current,0.15784,9.0,1,FL,Employed,"$100,000+",25000
60,Current,0.15016,8.0,1,OR,Employed,"$50,000-74,999",20000
60,Completed,0.31375,6.0,1,NY,Employed,"$25,000-49,999",5000
60,Current,0.19681,7.0,3,CO,Employed,"$50,000-74,999",15000
36,Current,0.21342,4.0,1,IL,Employed,"$50,000-74,999",6000
60,Current,0.21832,4.0,1,TX,Employed,"$25,000-49,999",10000
36,Chargedoff,0.36438,,1,NC,Full-time,"$100,000+",3000
60,Current,0.23462,4.0,1,TX,Employed,"$50,000-74,999",15000
36,Defaulted,0.248,,0,,Not available,Not displayed,1050
36,Current,0.32538,2.0,2,MI,Employed,"$1-24,999",4000
60,Current,0.31293,2.0,2,CA,Employed,"$50,000-74,999",4000
36,Completed,0.1501,,0,,Not available,Not displayed,10000
36,Current,0.15223,6.0,1,TX,Employed,"$50,000-74,999",10000
36,Chargedoff,0.2469,,1,LA,Full-time,"$25,000-49,999",3500
60,Current,0.15936,8.0,1,NC,Employed,"$75,000-99,999",22250
36,Current,0.20462,6.0,2,MD,Employed,"$100,000+",5000
36,Defaulted,0.17722,,0,FL,Not available,Not displayed,5000
36,Current,0.07922,11.0,1,NY,Employed,"$100,000+",20000
36,Current,0.21025,6.0,1,TX,Employed,"$50,000-74,999",15000
60,Current,0.23318,4.0,1,CA,Employed,"$50,000-74,999",13000
36,Current,0.15324,8.0,1,NY,Employed,"$75,000-99,999",25000
36,Chargedoff,0.36438,,1,OH,Full-time,"$25,000-49,999",3000
36,Completed,0.21739,,0,TX,Self-employed,"$1-24,999",11000
60,Current,0.22908,4.0,1,IL,Employed,"$25,000-49,999",6300
36,Completed,0.16436,,0,IL,Full-time,"$50,000-74,999",2000
36,Current,0.24614,3.0,1,OK,Employed,"$75,000-99,999",10000
36,Completed,0.25486,5.0,7,CA,Full-time,"$50,000-74,999",5200
36,Current,0.0903,11.0,1,LA,Self-employed,"$75,000-99,999",15000
60,Current,0.23318,8.0,1,TX,Employed,"$50,000-74,999",15000
36,Current,0.34577,4.0,7,FL,Employed,"$1-24,999",2000
60,Current,0.15629,5.0,1,TN,Employed,"$75,000-99,999",15000
60,Chargedoff,0.26128,4.0,1,PA,Employed,"$1-24,999",4000
60,Current,0.27462,6.0,2,NJ,Employed,"$25,000-49,999",15000
36,Completed,0.21237,,0,IL,Not available,Not displayed,3000
60,Current,0.21166,4.0,1,AZ,Employed,"$75,000-99,999",25000
60,Current,0.26877,4.0,1,MS,Employed,"$25,000-49,999",7500
36,Current,0.19501,4.0,1,MO,Employed,"$25,000-49,999",8000
36,Completed,0.17359,8.0,20,NJ,Employed,"$50,000-74,999",6000
60,Current,0.28078,4.0,1,KY,Employed,"$25,000-49,999",6500
36,Current,0.09736,9.0,1,CA,Employed,"$25,000-49,999",5000
36,Current,0.2837,5.0,14,WA,Self-employed,"$25,000-49,999",10000
60,Chargedoff,0.20358,8.0,3,MI,Employed,"$25,000-49,999",15000
36,Completed,0.16056,8.0,7,TX,Employed,"$50,000-74,999",20000
60,Current,0.14453,6.0,2,IN,Employed,"$75,000-99,999",5000
36,Completed,0.16194,,0,,Full-time,"$25,000-49,999",1500
36,Completed,0.09828,,7,FL,Full-time,"$25,000-49,999",1300
36,Current,0.29107,6.0,6,AZ,Other,"$1-24,999",2000
36,Completed,0.09387,,1,MI,Full-time,"$25,000-49,999",10000
36,Current,0.15375,8.0,7,OH,Employed,"$1-24,999",2000
36,Current,0.12691,6.0,1,OR,Self-employed,"$50,000-74,999",15000
36,Current,0.22875,6.0,1,NV,Employed,"$75,000-99,999",15000
60,Current,0.20081,7.0,1,CT,Employed,"$100,000+",20000
36,Completed,0.10993,9.0,1,MO,Employed,"$25,000-49,999",6500
36,Completed,0.13705,,0,CO,,Not displayed,9500
36,Completed,0.35575,,4,CA,Full-time,"$75,000-99,999",5200
60,Current,0.1963,6.0,1,MA,Employed,"$50,000-74,999",13000
60,Current,0.20705,6.0,6,NC,Employed,"$75,000-99,999",8000
36,Completed,0.35797,4.0,13,NY,Not employed,Not employed,4000
36,Completed,0.08641,8.0,3,WI,Self-employed,"$50,000-74,999",5000
36,Completed,0.12877,,0,OK,Not available,Not displayed,2000
12,Completed,0.34105,6.0,1,MA,Employed,"$1-24,999",2000
36,Completed,0.19582,,0,,,Not displayed,1000
36,Current,0.2129,8.0,1,OH,Other,"$25,000-49,999",10000
36,Completed,0.09076,,4,CA,Full-time,"$50,000-74,999",3000
36,Completed,0.15651,8.0,1,MO,Employed,"$25,000-49,999",3200
36,Current,0.06998,9.0,1,MN,Employed,"$50,000-74,999",20000
36,Defaulted,0.20735,,0,,,Not displayed,6000
36,Current,0.14348,7.0,1,CA,Employed,"$50,000-74,999",10000
60,Completed,0.22207,5.0,7,VA,Employed,"$75,000-99,999",15000
60,Current,0.16499,9.0,1,NJ,Employed,"$100,000+",20000
60,Chargedoff,0.29464,6.0,6,FL,Employed,"$25,000-49,999",4500
36,Chargedoff,0.16978,,1,FL,Full-time,"$25,000-49,999",2500
60,Current,0.20931,6.0,1,OH,Other,"$25,000-49,999",13225
60,Current,0.29341,3.0,16,FL,Employed,"$50,000-74,999",11500
36,Current,0.32333,8.0,20,MO,Employed,"$25,000-49,999",4000
36,Defaulted,0.29554,,0,,Self-employed,Not displayed,6000
36,Completed,0.1264,,0,IL,Not available,Not displayed,6500
36,Completed,0.08935,,0,TX,Full-time,"$100,000+",5000
36,Past Due (31-60 days),0.30899,4.0,1,WI,Employed,"$50,000-74,999",10000
60,Completed,0.2816,6.0,1,MI,Employed,"$50,000-74,999",4000
36,Current,0.35797,5.0,1,CA,Employed,"$75,000-99,999",4000
36,Completed,0.17677,,3,DC,Full-time,"$50,000-74,999",1500
36,Current,0.35356,3.0,1,NJ,Employed,"$75,000-99,999",4000
36,Current,0.28595,3.0,1,OK,Other,"$1-24,999",4000
36,Completed,0.24758,7.0,1,OH,Employed,"$25,000-49,999",10825
36,Completed,0.22362,8.0,2,TX,Employed,"$50,000-74,999",2000
36,Current,0.2878,3.0,1,TX,Employed,"$100,000+",15000
36,Current,0.32488,2.0,15,OH,Employed,"$25,000-49,999",5000
60,Current,0.24754,4.0,1,WV,Employed,"$75,000-99,999",2500
36,Completed,0.31053,8.0,1,OH,Full-time,"$100,000+",8500
36,Completed,0.09643,8.0,1,NY,Full-time,"$25,000-49,999",10000
36,Defaulted,0.15428,,1,WI,Full-time,"$25,000-49,999",6000
36,Current,0.12274,4.0,1,TN,Employed,"$25,000-49,999",10000
36,Defaulted,0.19987,,1,CO,Full-time,"$50,000-74,999",3000
36,Current,0.22466,6.0,19,NY,Employed,"$75,000-99,999",15000
36,Current,0.14409,11.0,1,KS,Employed,"$50,000-74,999",15000
60,Current,0.14453,9.0,1,KS,Employed,"$75,000-99,999",20000
36,Completed,0.2951,6.0,3,NJ,Employed,"$50,000-74,999",2500
60,Current,0.10878,10.0,1,FL,Employed,"$100,000+",10500
36,Current,0.20053,6.0,13,TX,Employed,"$75,000-99,999",7000
36,Chargedoff,0.22034,,1,OH,Full-time,"$50,000-74,999",5000
60,Current,0.20081,4.0,1,LA,Employed,"$50,000-74,999",20000
36,Current,0.14446,7.0,1,KS,Employed,"$100,000+",15000
60,Current,0.24754,3.0,1,NY,Other,"$50,000-74,999",10000
36,Current,0.35356,3.0,2,GA,Full-time,"$1-24,999",4000
36,Current,0.32488,2.0,1,CA,Employed,"$100,000+",10000
36,Current,0.13799,5.0,1,NY,Employed,"$100,000+",9442
36,Defaulted,0.35797,5.0,7,NY,Employed,"$25,000-49,999",4000
36,Completed,0.35797,5.0,1,MO,Employed,"$100,000+",4000
36,Completed,0.34621,3.0,2,CA,Full-time,"$100,000+",4000
36,Completed,0.20735,,4,CA,Full-time,"$25,000-49,999",2600
36,Chargedoff,0.23919,,7,NV,Full-time,"$75,000-99,999",2000
36,Completed,0.20735,,0,AZ,Full-time,"$25,000-49,999",5000
36,Current,0.25259,7.0,1,CA,Employed,"$25,000-49,999",10000
36,Current,0.20524,6.0,1,KY,Employed,"$25,000-49,999",10000
36,Current,0.12691,10.0,1,CA,Employed,"$100,000+",19000
36,Chargedoff,0.29265,7.0,1,CT,Full-time,"$50,000-74,999",4200
60,Current,0.27246,7.0,20,FL,Employed,"$75,000-99,999",12500
36,Completed,0.27467,4.0,1,CO,Full-time,"$1-24,999",5000
60,Current,0.30008,6.0,7,IL,Employed,"$50,000-74,999",4500
36,Defaulted,0.2425,,0,MO,Full-time,"$25,000-49,999",3000
36,Chargedoff,0.11746,,0,NY,Full-time,"$1-24,999",1750
36,Completed,0.12528,8.0,2,WI,Employed,"$100,000+",20000
36,Current,0.20971,8.0,1,GA,Employed,"$75,000-99,999",20000
36,Current,0.20524,4.0,1,DE,Other,"$25,000-49,999",3500
36,Completed,0.29334,8.0,1,VA,Full-time,"$50,000-74,999",4400
60,Completed,0.23477,8.0,1,MA,Employed,"$1-24,999",7000
36,Completed,0.09643,8.0,1,SC,Full-time,"$50,000-74,999",14000
36,Current,0.14206,6.0,1,MN,Employed,"$25,000-49,999",10000
36,Completed,0.17677,,4,GA,Full-time,"$75,000-99,999",3001
60,Current,0.27308,4.0,1,OH,Employed,"$50,000-74,999",7000
60,Current,0.25564,5.0,1,IL,Employed,"$50,000-74,999",10000
60,Current,0.31159,3.0,1,NY,Employed,"$25,000-49,999",10000
36,Current,0.28032,3.0,7,NJ,Other,"$25,000-49,999",4000
36,Current,0.14714,7.0,1,WA,Employed,"$25,000-49,999",4000
36,Completed,0.29618,,4,IA,Full-time,"$25,000-49,999",1500
36,Completed,0.29776,,0,TX,Not available,Not displayed,3500
36,Completed,0.13249,,1,GA,Full-time,"$50,000-74,999",6000
36,Current,0.35797,6.0,1,MO,Employed,"$25,000-49,999",4000
36,Completed,0.22872,8.0,7,CA,Employed,"$25,000-49,999",7500
36,Chargedoff,0.27306,,1,MD,Full-time,"$75,000-99,999",5000
60,Current,0.20808,5.0,1,MI,Employed,"$25,000-49,999",6500
60,Current,0.16151,8.0,13,NY,Employed,"$50,000-74,999",5000
36,Completed,0.2323,9.0,1,CA,Full-time,"$75,000-99,999",5000
36,Current,0.09065,8.0,3,VA,Employed,"$100,000+",5000
36,Current,0.25013,4.0,2,WA,Employed,"$100,000+",15000
60,Current,0.27554,7.0,2,MO,Employed,"$100,000+",15000
36,Completed,0.12389,,0,CO,Full-time,"$25,000-49,999",5000
36,Completed,0.12562,,4,VA,Self-employed,"$25,000-49,999",5000
36,Current,0.33215,2.0,1,NV,Employed,"$25,000-49,999",3000
36,Completed,0.08829,10.0,14,OH,Employed,"$100,000+",25000
36,Completed,0.17722,,0,IL,Full-time,"$25,000-49,999",2500
36,Current,0.11766,8.0,19,FL,Employed,"$25,000-49,999",2000
36,Current,0.09333,7.0,13,WI,Employed,"$75,000-99,999",4500
36,Current,0.16056,9.0,1,NY,Employed,"$100,000+",25000
60,Completed,0.26877,6.0,1,CA,Employed,"$50,000-74,999",15000
60,Current,0.20398,7.0,1,CA,Employed,"$100,000+",19000
36,Current,0.24205,4.0,1,GA,Employed,"$50,000-74,999",2000
36,Current,0.12528,8.0,1,PA,Employed,"$100,000+",25000
36,Completed,0.29537,2.0,20,CA,Employed,"$50,000-74,999",10000
36,Completed,0.24246,3.0,1,CA,Employed,"$100,000+",13000
60,Current,0.19907,6.0,1,MD,Employed,"$100,000+",14250
60,Past Due (91-120 days),0.22262,6.0,3,NC,Employed,"$25,000-49,999",15000
36,Current,0.22742,5.0,7,MO,Employed,"$50,000-74,999",15000
36,Defaulted,0.25255,,0,AZ,Full-time,"$25,000-49,999",20000
36,Chargedoff,0.31053,8.0,1,NC,Employed,"$25,000-49,999",4000
60,Current,0.14147,6.0,1,WA,Employed,"$50,000-74,999",20000
36,Current,0.35643,4.0,7,NY,Employed,"$25,000-49,999",5000
36,Current,0.14348,8.0,1,NV,Employed,"$100,000+",8000
36,Completed,0.35797,5.0,2,TX,Employed,"$100,000+",4000
36,Completed,0.16466,,0,,Not available,Not displayed,3000
36,Completed,0.21372,9.0,11,IL,Employed,"$100,000+",10000
36,Completed,0.1495,,0,CA,Full-time,"$25,000-49,999",3000
36,Completed,0.2951,7.0,1,FL,Employed,"$50,000-74,999",5000
36,Current,0.25013,3.0,1,MD,Employed,"$25,000-49,999",5000
36,Completed,0.22237,,1,GA,Full-time,"$25,000-49,999",5000
60,Current,0.24589,4.0,1,TX,Employed,"$50,000-74,999",10000
36,Current,0.17611,8.0,1,NV,Other,"$50,000-74,999",15000
60,Current,0.23656,4.0,1,OK,Employed,"$75,000-99,999",10000
36,Completed,0.33393,4.0,1,CA,Full-time,"$25,000-49,999",8000
36,Current,0.14857,7.0,1,MA,Employed,"$50,000-74,999",25000
36,Current,0.2354,5.0,1,IL,Employed,"$100,000+",7000
60,Current,0.14453,9.0,1,CO,Employed,"$50,000-74,999",15000
36,Chargedoff,0.35797,2.0,3,TX,Self-employed,"$50,000-74,999",4000
60,Current,0.22601,6.0,1,NY,Employed,"$75,000-99,999",23000
36,Completed,0.1683,,3,VT,Full-time,"$100,000+",25000
60,Current,0.14341,9.0,1,MA,Employed,"$100,000+",25000
36,Current,0.21699,5.0,1,TX,Employed,"$25,000-49,999",4000
60,Current,0.17532,9.0,2,OR,Other,"$75,000-99,999",4500
60,Current,0.18197,7.0,1,RI,Employed,"$75,000-99,999",15000
36,Current,0.27776,4.0,13,IL,Employed,"$50,000-74,999",3000
60,Current,0.24282,6.0,1,OH,Employed,"$50,000-74,999",14000
36,Completed,0.19794,9.0,1,GA,Full-time,"$50,000-74,999",2500
36,Completed,0.126,,0,CA,Full-time,"$25,000-49,999",4600
36,Current,0.18275,6.0,1,CA,Employed,"$100,000+",10000
60,Current,0.13864,7.0,2,MD,Employed,"$75,000-99,999",9500
60,Current,0.24282,3.0,1,MD,Employed,"$50,000-74,999",3000
36,Past Due (1-15 days),0.28339,5.0,1,NJ,Employed,"$25,000-49,999",5665
36,Current,0.25259,6.0,1,DC,Self-employed,"$1-24,999",3900
60,Current,0.2214,3.0,1,MO,Employed,"$50,000-74,999",15000
60,Current,0.22242,4.0,1,TX,Employed,"$100,000+",15000
36,Completed,0.10592,,0,CA,Full-time,"$75,000-99,999",12000
60,Current,0.19323,7.0,1,FL,Self-employed,"$25,000-49,999",4000
36,Current,0.24563,4.0,7,AL,Employed,"$25,000-49,999",2000
36,Completed,0.08021,,7,OR,Full-time,"$75,000-99,999",2500
36,Current,0.35797,3.0,1,NJ,Employed,"$100,000+",3000
36,Current,0.20524,6.0,1,TX,Employed,"$50,000-74,999",15000
36,Current,0.28339,7.0,1,TX,Employed,"$25,000-49,999",6500
36,Current,0.29537,3.0,20,MN,Employed,"$50,000-74,999",7000
60,Current,0.24856,5.0,1,CA,Employed,"$50,000-74,999",13750
36,Chargedoff,0.18625,,0,CA,Full-time,$0,15000
36,Completed,0.16005,8.0,7,NY,Full-time,"$75,000-99,999",6000
36,Completed,0.17359,8.0,6,DE,Employed,"$50,000-74,999",9500
36,Current,0.15833,7.0,11,NY,Employed,"$100,000+",5000
36,Completed,0.24246,7.0,7,WA,Employed,"$100,000+",3000
36,Current,0.26528,5.0,7,OH,Employed,"$25,000-49,999",2000
60,Current,0.29618,4.0,1,PA,Employed,"$50,000-74,999",10000
36,Completed,0.26681,5.0,18,VA,Employed,"$100,000+",11500
36,Completed,0.17219,,0,,Full-time,"$25,000-49,999",9500
36,Current,0.14206,11.0,1,TX,Employed,"$100,000+",15000
36,Current,0.1802,6.0,7,LA,Employed,"$100,000+",25000
36,Current,0.2878,5.0,2,MA,Employed,"$25,000-49,999",4000
36,Completed,0.16215,,0,FL,Full-time,"$25,000-49,999",7000
36,Defaulted,0.29776,,0,MO,Not available,Not displayed,25000
36,Current,0.35643,4.0,1,MA,Self-employed,"$75,000-99,999",2000
36,Current,0.1899,5.0,15,KS,Employed,"$50,000-74,999",12000
36,Chargedoff,0.30962,,0,,Full-time,"$25,000-49,999",1000
36,Defaulted,0.28966,,0,,Not available,Not displayed,2000
36,Completed,0.37453,5.0,1,GA,Full-time,"$50,000-74,999",3800
36,Current,0.2138,4.0,1,OH,Employed,"$25,000-49,999",10000
36,Current,0.18214,7.0,18,NY,Employed,"$100,000+",25000
60,Current,0.1963,6.0,1,KY,Employed,"$25,000-49,999",10000
36,Completed,0.08829,10.0,1,MS,Employed,"$100,000+",15500
36,Completed,0.11296,9.0,5,PA,Full-time,"$50,000-74,999",6000
36,Completed,0.15151,,0,CA,Not available,Not displayed,20200
36,Completed,0.20462,8.0,1,LA,Employed,"$25,000-49,999",10000
60,Current,0.18555,4.0,1,TX,Employed,"$25,000-49,999",10000
36,Completed,0.11394,,1,MI,Full-time,"$50,000-74,999",6000
36,Current,0.21434,8.0,6,MO,Employed,"$50,000-74,999",2000
36,Current,0.20462,8.0,1,VA,Other,"$1-24,999",4000
60,Current,0.21156,5.0,1,AL,Employed,"$75,000-99,999",5000
60,Current,0.2278,6.0,1,IL,Employed,"$50,000-74,999",15000
60,Current,0.20679,8.0,2,NY,Employed,"$25,000-49,999",4000
36,Completed,0.11649,,1,CA,Self-employed,"$25,000-49,999",1350
36,Completed,0.25517,,1,MI,Part-time,"$50,000-74,999",1500
36,Current,0.35797,4.0,1,IL,Employed,"$25,000-49,999",4000
36,Current,0.14206,8.0,1,IL,Other,"$50,000-74,999",15000
36,Completed,0.10642,,0,,Not available,Not displayed,12000
36,Current,0.12691,6.0,1,MA,Employed,"$25,000-49,999",6001
36,Completed,0.2121,,0,,Full-time,"$25,000-49,999",1000
60,Current,0.19143,4.0,1,NC,Employed,"$50,000-74,999",18000
36,Completed,0.29545,,0,IL,Not available,Not displayed,4000
36,Completed,0.31053,7.0,1,AL,Employed,"$50,000-74,999",2000
36,Current,0.1899,6.0,1,WI,Employed,"$25,000-49,999",10000
36,Current,0.09434,7.0,1,IL,Employed,"$75,000-99,999",20000
36,Completed,0.22489,,0,,Full-time,"$25,000-49,999",3800
36,Completed,0.35797,4.0,1,LA,Employed,"$50,000-74,999",3500
36,Chargedoff,0.30962,,0,MO,Not available,Not displayed,1000
60,Current,0.30389,4.0,1,IN,Employed,"$50,000-74,999",10000
36,Completed,0.16461,,4,FL,Self-employed,"$100,000+",7000
36,Current,0.2129,4.0,1,CA,Other,"$25,000-49,999",10000
36,Completed,0.35797,5.0,2,MI,Employed,"$25,000-49,999",4000
36,Current,0.20462,6.0,13,AR,Employed,"$25,000-49,999",2000
36,Current,0.22466,4.0,1,TX,Employed,"$50,000-74,999",15000
36,Current,0.27285,2.0,1,MN,Employed,"$25,000-49,999",10000
36,Current,0.21342,4.0,3,FL,Self-employed,"$75,000-99,999",15000
36,Current,0.15324,7.0,1,TX,Employed,"$100,000+",15000
36,Completed,0.27285,2.0,1,KY,Employed,"$75,000-99,999",2000
36,Completed,0.20564,9.0,2,FL,Employed,"$50,000-74,999",7000
36,Completed,0.09286,,0,CA,Not available,Not displayed,5000
36,Completed,0.1687,,5,GA,Full-time,"$50,000-74,999",5000
36,Completed,0.24505,,0,WA,Not available,Not displayed,1500
60,Current,0.26877,4.0,1,CA,Employed,"$50,000-74,999",10000
36,Current,0.13301,7.0,1,IL,Employed,"$100,000+",10000
36,Completed,0.17221,8.0,5,UT,Part-time,"$1-24,999",2200
36,Current,0.08531,7.0,1,DC,Employed,"$75,000-99,999",7000
60,Current,0.22693,8.0,1,NY,Employed,"$100,000+",15000
36,Past Due (1-15 days),0.23121,5.0,1,SC,Employed,"$75,000-99,999",15000
36,Current,0.12528,9.0,13,CA,Employed,"$25,000-49,999",2500
36,Completed,0.24753,,0,MI,Full-time,"$25,000-49,999",15000
60,Current,0.12502,10.0,1,WY,Employed,"$100,000+",25000
60,Current,0.20358,8.0,1,CA,Employed,"$100,000+",15000
12,Completed,0.06589,10.0,3,CA,Employed,"$75,000-99,999",2000
60,Completed,0.13227,11.0,11,CA,Employed,"$75,000-99,999",20000
36,Current,0.10038,11.0,7,FL,Employed,"$100,000+",35000
60,Completed,0.30111,6.0,7,AL,Self-employed,"$1-24,999",15000
36,Chargedoff,0.35643,4.0,1,NC,Employed,"$25,000-49,999",7500
36,Current,0.35797,3.0,7,NY,Other,"$25,000-49,999",4000
36,Completed,0.17322,8.0,1,MA,Retired,"$1-24,999",4000
36,Defaulted,0.18475,,0,MN,Full-time,"$25,000-49,999",10000
36,Completed,0.35797,5.0,1,CA,Employed,"$50,000-74,999",2000
36,Completed,0.38723,3.0,1,CA,Employed,"$75,000-99,999",3500
60,Current,0.24036,4.0,13,CA,Employed,"$100,000+",5000
36,Current,0.18275,7.0,20,NY,Employed,"$50,000-74,999",15000
36,Current,0.0762,11.0,20,PA,Employed,"$50,000-74,999",3000
36,Current,0.17754,6.0,3,FL,Employed,"$50,000-74,999",17600
60,Current,0.27246,6.0,1,NC,Other,"$50,000-74,999",15000
36,Completed,0.12198,,1,MD,Full-time,"$100,000+",18000
36,Completed,0.28851,5.0,2,CA,Self-employed,"$50,000-74,999",15000
36,Chargedoff,0.35643,5.0,1,MD,Employed,"$50,000-74,999",5000
36,Chargedoff,0.36438,,4,CA,Self-employed,"$1-24,999",2400
60,Current,0.23872,4.0,1,MA,Employed,"$50,000-74,999",15000
36,Completed,0.35643,4.0,7,NY,Employed,"$25,000-49,999",3000
36,Current,0.27285,4.0,1,CA,Employed,"$75,000-99,999",4000
36,Completed,0.23383,8.0,7,VA,Employed,"$50,000-74,999",7500
60,Current,0.24036,4.0,1,OR,Employed,"$25,000-49,999",10000
36,Chargedoff,0.22135,9.0,2,FL,Full-time,"$100,000+",3500
36,Chargedoff,0.36438,,1,SC,Full-time,"$25,000-49,999",7500
36,Completed,0.13705,,0,,Full-time,Not displayed,25000
36,Current,0.22108,5.0,1,MO,Employed,"$25,000-49,999",8500
36,Completed,0.24246,7.0,3,FL,Not employed,Not employed,2000
36,Current,0.12691,8.0,1,GA,Other,"$25,000-49,999",6000
36,Current,0.22712,4.0,2,CO,Employed,"$75,000-99,999",9000
60,Current,0.16969,8.0,20,IL,Employed,"$50,000-74,999",13000
36,Current,0.19859,6.0,1,MI,Employed,"$100,000+",25000
60,Completed,0.25625,4.0,1,MD,Employed,"$50,000-74,999",15000
36,Current,0.26149,3.0,1,CA,Employed,"$75,000-99,999",15000
36,Completed,0.33291,6.0,2,KY,Full-time,"$50,000-74,999",4000
12,Current,0.20977,5.0,1,MO,Employed,"$50,000-74,999",10000
60,Current,0.21566,2.0,1,WV,Self-employed,"$25,000-49,999",10000
60,Current,0.16294,7.0,1,AL,Employed,"$50,000-74,999",15000
36,Completed,0.17359,9.0,14,TX,Employed,"$100,000+",15000
36,Current,0.13138,6.0,3,TX,Employed,"$100,000+",15000
36,Defaulted,0.26307,,4,CA,Full-time,"$50,000-74,999",3000
60,Current,0.22242,6.0,1,LA,Employed,"$100,000+",25000
36,Current,0.30182,3.0,1,MI,Employed,"$1-24,999",4000
36,Current,0.30532,7.0,1,NY,Employed,"$50,000-74,999",7500
12,Completed,0.29287,6.0,7,CO,Employed,"$50,000-74,999",6000
36,Defaulted,0.27767,,0,CA,Not available,Not displayed,2800
36,Completed,0.127,,0,,Not available,Not displayed,10000
36,Completed,0.0768,,0,,,Not displayed,10000
36,Current,0.3179,3.0,1,TX,Employed,"$75,000-99,999",3500
36,Completed,0.35643,3.0,7,VA,Employed,"$1-24,999",2000
36,Chargedoff,0.14942,,3,UT,Full-time,"$25,000-49,999",5221
36,Chargedoff,0.2951,6.0,1,FL,Employed,"$25,000-49,999",6000
36,Current,0.25013,5.0,1,MO,Employed,"$50,000-74,999",10000
60,Current,0.15844,8.0,2,CA,Employed,"$50,000-74,999",15000
36,Current,0.14409,7.0,14,CT,Employed,"$25,000-49,999",4000
36,Current,0.17969,7.0,1,AR,Employed,"$100,000+",35000
36,Current,0.16732,5.0,1,IL,Self-employed,"$100,000+",15000
36,Current,0.16678,7.0,1,NY,Employed,"$100,000+",17000
36,Current,0.20053,3.0,1,CO,Other,"$50,000-74,999",17000
60,Current,0.22847,6.0,6,CO,Full-time,"$25,000-49,999",12000
36,Completed,0.37453,,1,VA,Full-time,"$75,000-99,999",2500
36,Completed,0.17359,8.0,1,VA,Employed,"$25,000-49,999",11500
36,Completed,0.30532,5.0,3,CA,Employed,"$100,000+",7870
36,Current,0.18214,6.0,2,CA,Employed,"$75,000-99,999",3000
